LOG
2022-11-11,04:00:02,3995.5,12,10,LONG/1
2022-11-11,04:00:03,3995.5,12,10,LONG/1
2022-11-11,04:00:04,3995.25,12,10,LONG/1
2022-11-11,04:00:05,3995.25,12,10,LONG/1
2022-11-11,04:00:10,3995.25,13,12,LONG/1
2022-11-11,04:00:11,3995.25,18,14,LONG/1
2022-11-11,04:00:13,3995.0,18,14,LONG/1
2022-11-11,04:00:14,3995.0,18,14,LONG/1
2022-11-11,04:00:15,3994.5,18,14,LONG/1
2022-11-11,04:00:16,3994.5,18,14,LONG/1
2022-11-11,04:00:17,3994.0,18,14,LONG/1
2022-11-11,04:00:18,3994.0,19,14,LONG/1
2022-11-11,04:00:20,3994.0,19,14,LONG/1
2022-11-11,04:00:21,3994.0,19,14,LONG/1
2022-11-11,04:00:22,3994.0,20,14,LONG/1
2022-11-11,04:00:23,3994.5,20,14,LONG/1
2022-11-11,04:00:25,3994.5,20,14,LONG/1
2022-11-11,04:00:26,3993.75,20,14,LONG/1
2022-11-11,04:00:27,3993.75,20,14,LONG/1
2022-11-11,04:00:28,3993.25,21,16,LONG/1
2022-11-11,04:00:29,3993.25,21,16,LONG/1
2022-11-11,04:00:31,3992.5,21,16,LONG/1
2022-11-11,04:00:32,3992.5,21,16,LONG/1
2022-11-11,04:00:33,3992.5,21,16,LONG/1
2022-11-11,04:00:34,3992.75,21,16,LONG/1
2022-11-11,04:00:35,3992.75,21,16,LONG/1
2022-11-11,04:00:36,3992.5,21,16,LONG/1
2022-11-11,04:00:37,3992.5,21,16,LONG/1
2022-11-11,04:00:38,3992.5,22,16,LONG/1
2022-11-11,04:00:40,3992.5,22,16,LONG/1
2022-11-11,04:00:41,3992.25,22,16,LONG/1
2022-11-11,04:00:42,3992.25,22,16,LONG/1
2022-11-11,04:00:43,3992.25,22,17,LONG/1
2022-11-11,04:00:44,3992.25,22,17,LONG/1
2022-11-11,04:00:45,3992.25,22,17,LONG/1
2022-11-11,04:00:46,3992.75,22,17,LONG/1
2022-11-11,04:00:47,3992.75,22,17,LONG/1
2022-11-11,04:00:49,3992.75,22,17,LONG/1
2022-11-11,04:00:50,3992.0,22,17,LONG/1
2022-11-11,04:00:51,3992.0,22,17,LONG/1
2022-11-11,04:00:52,3992.25,22,17,LONG/1
2022-11-11,04:00:53,3992.25,23,19,LONG/1
2022-11-11,04:00:54,3992.0,23,20,LONG/1
2022-11-11,04:00:55,3992.0,24,21,LONG/1
2022-11-11,04:00:57,3992.5,24,21,LONG/1
2022-11-11,04:00:58,3992.5,24,21,LONG/1
2022-11-11,04:00:59,3992.5,24,21,LONG/1
2022-11-11,04:01:00,3992.0,23,22,LONG/1
2022-11-11,04:01:05,3992.25,27,24,LONG/1
2022-11-11,04:01:06,3992.25,27,24,LONG/1
2022-11-11,04:01:07,3992.25,27,24,LONG/1
2022-11-11,04:01:08,3992.25,30,23,LONG/1
2022-11-11,04:01:10,3992.25,29,24,LONG/1
2022-11-11,04:01:11,3992.5,29,24,LONG/1
2022-11-11,04:01:12,3992.5,29,24,LONG/1
2022-11-11,04:01:14,3992.75,29,23,LONG/1
2022-11-11,04:01:15,3992.75,29,23,LONG/1
2022-11-11,04:01:16,3993.0,30,23,LONG/1
2022-11-11,04:01:17,3993.0,30,23,LONG/1
2022-11-11,04:01:18,3993.25,30,23,LONG/1
2022-11-11,04:01:19,3993.25,29,24,LONG/1
2022-11-11,04:01:21,3993.25,29,23,LONG/1
2022-11-11,04:01:22,3993.25,29,23,LONG/1
2022-11-11,04:01:23,3993.25,29,24,LONG/1
2022-11-11,04:01:24,3993.5,29,23,LONG/1
2022-11-11,04:01:25,3993.5,30,23,LONG/1
2022-11-11,04:01:26,3993.75,30,23,LONG/1
2022-11-11,04:01:27,3993.75,29,23,LONG/1
