LOG
2022-11-13,00:00:00,878.0,17038,17694,Short/1
2022-11-13,00:00:01,885.0,17032,17695,Short/1
2022-11-13,00:00:02,895.0,17038,17693,Short/1
2022-11-13,00:00:03,908.0,17035,17696,Short/1
2022-11-13,00:00:04,888.0,17035,17691,Short/1
2022-11-13,00:00:05,874.0,17037,17690,Short/1
2022-11-13,00:00:06,868.0,17032,17696,Short/1
2022-11-13,00:00:07,876.0,17026,17690,Short/1
2022-11-13,00:00:08,879.0,17022,17684,Short/1
2022-11-13,00:00:09,872.0,17029,17689,Short/1
2022-11-13,00:00:10,860.0,17037,17688,Short/1
2022-11-13,00:00:11,858.0,17034,17690,Short/1
2022-11-13,00:00:12,848.0,17036,17698,Short/1
2022-11-13,00:00:13,836.0,17034,17700,Short/1
2022-11-13,00:00:14,832.0,17034,17705,Short/1
2022-11-13,00:00:15,824.0,17041,17712,Short/1
2022-11-13,00:00:16,819.0,17046,17712,Short/1
2022-11-13,00:00:17,817.0,17054,17717,Short/1
2022-11-13,00:00:18,798.0,17062,17713,Short/1
2022-11-13,00:00:19,786.0,17063,17720,Short/1
2022-11-13,00:00:20,785.0,17064,17723,Short/1
2022-11-13,00:00:21,798.0,17063,17731,Short/1
2022-11-13,00:00:22,783.0,17065,17733,Short/1
2022-11-13,00:00:23,788.0,17063,17738,Short/1
2022-11-13,00:00:25,775.0,17064,17738,Short/1
2022-11-13,00:00:26,789.0,17060,17738,Short/1
2022-11-13,00:00:27,791.0,17063,17734,Short/1
2022-11-13,00:00:28,806.0,17059,17736,Short/1
2022-11-13,00:00:29,790.0,17062,17733,Short/1
2022-11-13,00:00:30,794.0,17068,17728,Short/1
2022-11-13,00:00:31,784.0,17075,17733,Short/1
2022-11-13,00:00:32,797.0,17075,17736,Short/1
2022-11-13,00:00:33,790.0,17077,17744,Short/1
2022-11-13,00:00:34,787.0,17078,17746,Short/1
2022-11-13,00:00:35,798.0,17082,17744,Short/1
2022-11-13,00:00:36,798.0,17079,17740,Short/1
2022-11-13,00:00:37,796.0,17073,17742,Short/1
2022-11-13,00:00:38,792.0,17068,17749,Short/1
2022-11-13,00:00:39,773.0,17072,17749,Short/1
2022-11-13,00:00:40,777.0,17073,17757,Short/1
2022-11-13,00:00:41,785.0,17076,17757,Short/1
2022-11-13,00:00:42,805.0,17076,17753,Short/1
2022-11-13,00:00:43,806.0,17084,17753,Short/1
2022-11-13,00:00:44,816.0,17092,17755,Short/1
2022-11-13,00:00:45,805.0,17086,17761,Short/1
2022-11-13,00:00:46,791.0,17091,17756,Short/1
2022-11-13,00:00:47,797.0,17090,17764,Short/1
2022-11-13,00:00:48,778.0,17098,17762,Short/1
2022-11-13,00:00:49,780.0,17104,17765,Short/1
2022-11-13,00:00:50,797.0,17110,17764,Short/1
2022-11-13,00:00:51,789.0,17104,17763,Short/1
2022-11-13,00:00:52,798.0,17099,17768,Short/1
2022-11-13,00:00:53,811.0,17102,17773,Short/1
2022-11-13,00:00:54,827.0,17110,17779,Short/1
2022-11-13,00:00:55,842.0,17111,17776,Short/1
2022-11-13,00:00:56,847.0,17112,17772,Short/1
2022-11-13,00:00:57,830.0,17108,17771,Short/1
2022-11-13,00:00:58,811.0,17114,17771,Short/1
2022-11-13,00:00:59,797.0,17120,17766,Short/1
2022-11-13,00:01:00,810.0,17128,17773,Short/1
2022-11-13,00:01:01,802.0,17126,17778,Short/1
2022-11-13,00:01:02,802.0,17134,17786,Short/1
2022-11-13,00:01:03,795.0,17142,17791,Short/1
2022-11-13,00:01:04,778.0,17150,17797,Short/1
2022-11-13,00:01:05,760.0,17157,17804,Short/1
2022-11-13,00:01:06,778.0,17152,17806,Short/1
2022-11-13,00:01:07,760.0,17147,17810,Short/1
2022-11-13,00:01:08,774.0,17141,17814,Short/1
2022-11-13,00:01:09,773.0,17147,17813,Short/1
2022-11-13,00:01:10,767.0,17146,17821,Short/1
2022-11-13,00:01:11,776.0,17148,17826,Short/1
2022-11-13,00:01:12,759.0,17151,17824,Short/1
2022-11-13,00:01:13,765.0,17150,17826,Short/1
2022-11-13,00:01:14,767.0,17148,17821,Short/1
2022-11-13,00:01:15,780.0,17149,17816,Short/1
2022-11-13,00:01:17,770.0,17148,17813,Short/1
2022-11-13,00:01:18,763.0,17146,17809,Short/1
2022-11-13,00:01:19,773.0,17142,17809,Short/1
2022-11-13,00:01:20,755.0,17143,17805,Short/1
2022-11-13,00:01:21,763.0,17148,17801,Short/1
2022-11-13,00:01:22,761.0,17150,17806,Short/1
2022-11-13,00:01:23,765.0,17158,17806,Short/1
2022-11-13,00:01:24,753.0,17162,17806,Short/1
2022-11-13,00:01:25,766.0,17166,17806,Short/1
2022-11-13,00:01:26,754.0,17160,17800,Short/1
2022-11-13,00:01:27,749.0,17168,17794,Short/1
2022-11-13,00:01:28,758.0,17173,17799,Short/1
2022-11-13,00:01:29,773.0,17170,17807,Short/1
2022-11-13,00:01:30,786.0,17176,17806,Short/1
2022-11-13,00:01:31,797.0,17174,17807,Short/1
2022-11-13,00:01:32,801.0,17174,17813,Short/1
2022-11-13,00:01:33,812.0,17172,17820,Short/1
2022-11-13,00:01:34,797.0,17171,17817,Short/1
2022-11-13,00:01:35,806.0,17174,17817,Short/1
2022-11-13,00:01:36,796.0,17181,17819,Short/1
2022-11-13,00:01:37,797.0,17179,17827,Short/1
2022-11-13,00:01:38,799.0,17183,17826,Short/1
2022-11-13,00:01:39,786.0,17183,17829,Short/1
2022-11-13,00:01:40,776.0,17185,17834,Short/1
2022-11-13,00:01:41,780.0,17192,17828,Short/1
2022-11-13,00:01:42,785.0,17197,17824,Short/1
